# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]  -- synthesized: WMM(49.8728;8.6512) field rotated by the CF attitude
2477188000,-0.0098,-21.1442,44.0659
2477288000,-0.0234,-21.3579,43.9627
2477390000,-0.1243,-21.1929,44.0423
2477488000,-0.1349,-21.0829,44.0951
2477588000,-0.1143,-21.1197,44.0775
2477688000,-0.0412,-21.2941,43.9936
2477788000,-0.1498,-21.1938,44.0418
2477888000,-0.0581,-21.1883,44.0447
2477990000,-0.1019,-21.0733,44.0997
2478088000,-0.0651,-21.0873,44.0931
2478190000,-0.0233,-21.2816,43.9997
2478288000,-0.0408,-21.3560,43.9636
2478388000,-0.0435,-21.3613,43.9610
2478489000,0.0068,-21.1611,44.0578
2478588000,-0.1277,-20.9594,44.1539
2478688000,-0.1540,-20.9483,44.1591
2478788000,-0.1683,-21.0851,44.0939
2478888000,-0.1550,-21.0419,44.1146
2478988000,-0.2389,-21.2682,44.0055
2479088000,-0.0978,-21.1970,44.0404
2479188000,-0.1346,-21.1613,44.0575
2479288000,-0.1862,-21.1977,44.0398
2479388000,-0.2247,-21.1669,44.0544
2479488000,-0.0356,-21.2081,44.0351
2479588000,-0.0804,-21.2365,44.0214
2479688000,-0.1406,-21.2046,44.0366
2479788000,-0.1230,-21.1744,44.0512
2479888000,-0.1262,-21.0668,44.1028
2479988000,-0.1229,-21.0746,44.0991
2480088000,-0.0973,-21.0869,44.0932
2480188000,-0.1247,-21.0049,44.1323
2480288000,-0.1145,-21.2379,44.0207
2480388000,-0.1588,-21.1727,44.0519
2480488000,-0.1197,-21.2395,44.0199
2480588000,-0.1718,-21.1551,44.0603
2480688000,-0.1765,-21.2517,44.0138
2480788000,-0.1195,-21.2265,44.0261
2480888000,-0.0814,-21.1548,44.0607
2480988000,-0.0643,-20.9693,44.1493
2481088000,-0.2648,-21.1480,44.0633
2481188000,-0.1988,-21.2690,44.0053
2481288000,-0.1252,-21.2765,44.0020
2481388000,-0.0583,-21.2274,44.0258
2481488000,-0.1075,-20.9493,44.1587
2481588000,-0.0883,-20.9660,44.1509
2481688000,-0.1800,-21.1986,44.0394
2481788000,-0.2523,-21.2010,44.0379
2481888000,-0.2103,-21.2380,44.0202
2481988000,-0.1092,-21.3688,43.9573
2482088000,-0.0441,-21.3127,43.9846
2482188000,-0.2234,-21.1871,44.0447
2482288000,-0.1872,-21.2196,44.0292
2482388000,-0.1439,-21.2413,44.0189
2482488000,-0.2153,-21.1758,44.0502
2482588000,-0.1044,-21.0627,44.1048
2482688000,-0.1191,-21.2225,44.0281
2482788000,-0.0893,-21.1518,44.0621
2482888000,-0.1614,-21.1867,44.0452
2482988000,-0.0726,-21.2884,43.9963
2483088000,-0.0630,-21.2831,43.9989
2483188000,-0.1210,-21.1409,44.0673
2483288000,-0.1253,-21.0367,44.1171
2483388000,-0.1886,-21.1632,44.0564
2483488000,-0.0869,-21.2069,44.0357
2483588000,-0.0194,-21.2153,44.0317
2483688000,-0.0111,-21.1520,44.0621
2483788000,-0.0701,-21.2519,44.0140
2483888000,-0.1549,-21.0828,44.0950
2483988000,-0.2167,-21.0597,44.1058
2484088000,-0.2004,-21.0990,44.0871
2484188000,0.0743,-21.2755,44.0026
2484288000,0.0303,-21.4318,43.9267
2484388000,-0.0277,-21.2570,44.0116
2484488000,-0.1476,-21.2008,44.0384
2484588000,-0.0460,-21.1895,44.0441
2484691000,-0.1207,-21.0042,44.1326
2484790000,-0.1091,-21.0858,44.0937
2484889000,-0.0758,-21.1776,44.0498
2484988000,-0.1377,-21.1210,44.0768
2485088000,-0.2212,-21.1131,44.0802
2485188000,-0.0998,-21.2525,44.0136
2485288000,-0.0808,-21.1781,44.0495
2485388000,-0.0314,-21.1517,44.0623
2485488000,-0.1773,-21.2700,44.0049
2485588000,-0.1196,-21.2560,44.0119
2485688000,-0.1890,-21.2517,44.0137
2485788000,-0.0313,-21.2979,43.9918
2485888000,-0.0312,-21.2717,44.0045
2485989000,-0.0701,-21.1911,44.0433
2486088000,-0.0761,-21.2275,44.0257
2486188000,0.0018,-21.2081,44.0352
2486288000,-0.0919,-20.9988,44.1353
2486388000,-0.1822,-21.1224,44.0760
2486488000,-0.2376,-21.1483,44.0633
2486588000,-0.1304,-21.2220,44.0283
2486688000,-0.0542,-21.2144,44.0321
2486790000,-0.0803,-21.1756,44.0507
2486888000,-0.0372,-21.2674,44.0065
2486988000,-0.0682,-21.3516,43.9657
2487088000,-0.1043,-21.1409,44.0673
2487188000,-0.1284,-21.1136,44.0804
2487288000,-0.0331,-21.3039,43.9889
2487388000,-0.1331,-21.0557,44.1080
2487488000,-0.1009,-21.2511,44.0143
2487588000,-0.1672,-21.1810,44.0479
2487688000,-0.1685,-21.1809,44.0479
2487788000,-0.1210,-21.1426,44.0665
2487888000,-0.1187,-21.1457,44.0650
